,breast,STAD,colon,HNSC,ovary,Renal,LUSC,LUAD,UCEC,PRAD,PAAD,PedBrain,GBM,HCC
ATP5H,0.1181,-0.0971,-0.0556,0.0654,0.368,0.2788,0.241,-0.0426,-0.081,-0.1031,0.0364,-0.0717,-0.0567,0.1828
UBE2E3,0.5077,-0.0346,,0.4761,0.2947,0.2651,0.3736,0.3421,0.5469,0.2814,0.3094,0.5863,0.381,0.4393
SLC25A17,0.1991,0.181,0.0465,0.391,0.2822,-0.1638,0.4778,0.2769,0.0943,0.3978,,,0.3936,0.3474
SLC9A6,0.2853,0.3162,,0.3306,0.4654,0.1501,0.3188,0.4962,0.4007,,0.1549,0.4657,0.6173,0.6024
EIF3M,0.2245,0.3545,0.0675,0.4538,0.1292,-0.0031,0.3274,0.0311,0.0655,-0.2123,0.1251,0.3889,0.2571,0.1633
NXF1,0.1852,-0.1587,0.1576,0.1332,0.2108,0.1766,0.0429,0.0749,0.2031,0.0084,-0.0152,0.4413,0.1672,0.1687
SEC23B,0.4581,0.2917,0.212,0.5008,0.336,0.6763,0.1776,0.5798,0.4482,0.022,0.3315,0.49,0.3841,0.106
SEC23A,0.6381,0.3076,0.3735,0.5763,0.5126,0.4617,0.714,0.7093,0.5597,0.0776,0.4509,0.4633,0.5973,0.305
CAP2,0.7557,0.3328,0.3535,0.7929,0.4369,0.7296,0.6585,0.5677,0.7214,0.2965,0.4501,0.6916,0.7163,0.7711
CAP1,0.4996,0.2499,0.4499,0.7768,0.648,0.5269,0.8168,0.5522,0.6736,-0.0388,0.6097,0.6481,0.7598,0.3957
LRRC41,0.1918,0.2348,0.2166,0.507,0.5192,-0.0449,0.2475,0.532,0.1027,0.2812,0.2098,,0.4169,0.4211
VTI1B,0.4025,0.0113,0.1865,0.6134,0.3934,0.5414,0.7648,0.4343,0.3773,0.1835,0.3085,0.3065,0.5467,0.6241
CRTAP,0.256,0.1181,0.0554,0.3069,0.1292,0.4556,0.2628,0.0746,0.3208,-0.06,0.2802,0.4423,0.3759,0.3649
SYNCRIP,0.5999,0.6325,0.3705,0.4674,0.5757,0.4557,0.6289,0.7112,0.4771,0.1095,0.3631,0.3623,0.6114,0.4639
VAT1,0.5855,0.3471,0.5077,0.3838,0.5911,0.6895,0.6351,0.6353,0.7336,0.1524,0.3577,0.4944,0.6615,0.7959
STK25,0.022,0.1399,0.1272,0.2122,0.1439,0.2266,0.3296,0.0876,-0.1374,0.1154,0.1071,0.1134,0.1668,0.5189
ENOX2,-0.0679,,,0.1822,,,0.2129,-0.0243,,,,,0.1065,
UNC13B,0.6234,0.1732,0.308,0.8109,0.3842,0.7656,0.8104,0.9264,0.8332,0.5533,0.6706,0.173,0.716,0.7532
CARM1,0.6729,0.282,0.3586,0.606,0.6943,0.4225,0.802,0.6978,0.6342,0.1913,0.2517,0.69,0.3667,0.7639
NCOA2,0.481,0.1203,0.0935,0.5392,0.4665,0.6456,0.6415,0.8392,0.7413,0.1361,0.1638,0.0904,0.3934,0.6751
SEMA4D,0.4492,0.184,,0.7448,0.3825,0.7176,0.7114,0.7758,0.5194,,0.5668,0.4631,0.5771,0.1782
SEMA4B,0.4832,0.0553,0.2946,0.8016,0.4836,0.6267,0.852,0.7758,0.5853,0.0477,0.6762,0.2398,0.5839,0.4579
SEMA3C,0.7036,0.0455,,0.6052,0.5626,0.7486,0.69,0.5609,0.6107,0.6085,0.6331,,0.4198,
APPBP2,0.4629,-0.055,,0.1828,,0.3275,0.3055,0.2332,0.2813,,-0.2196,,0.4688,0.2618
MYBBP1A,0.4479,0.3971,0.3612,0.6275,0.5229,0.237,0.6893,0.521,0.5244,0.4351,0.3284,0.1914,0.3824,0.4386
FBLN5,0.499,0.6311,0.1554,0.5301,0.4576,0.7367,0.5131,0.7242,0.7999,0.4919,0.7028,0.3743,0.5104,0.6614
CIB1,0.434,0.2742,-0.0195,0.1227,0.3068,0.1445,0.5679,0.2498,0.4458,0.0805,0.2181,0.2063,0.3469,0.0949
DDX17,0.153,-0.0574,0.0723,0.1304,0.0573,0.4171,0.077,0.2768,0.0148,-0.1372,0.1019,0.3109,0.4034,0.4336
DEAF1,0.0081,,,-0.2169,,,0.1259,0.3408,0.1698,,0.2399,,,
CHERP,0.3349,0.1739,0.1961,0.4272,0.2447,0.1486,0.4769,0.3206,0.445,0.2,0.1871,0.4183,0.3687,0.2162
KAT5,0.1531,0.0238,-0.0668,-0.0387,-0.0455,0.062,0.2485,0.1871,0.2458,,-0.082,,0.1674,0.1131
HYOU1,0.7266,0.3473,0.4427,0.787,0.6308,0.7217,0.7286,0.8614,0.8088,0.3424,0.4593,0.3345,0.5603,0.6194
IPO8,0.2954,0.0809,0.0295,0.3791,0.3512,0.1645,0.7219,0.4613,0.3159,0.0016,0.4161,0.1742,0.5244,0.4331
IPO7,0.362,0.3542,0.3662,0.6922,0.5684,0.4016,0.7129,0.6233,0.5318,-0.1255,0.4541,0.4102,0.6512,0.3565
NOP56,0.425,0.2543,0.3345,0.3106,0.2965,0.5111,0.5951,0.6139,0.468,0.2567,0.3657,0.2807,0.3998,0.4289
NEBL,0.5564,0.4618,0.5456,0.8536,0.3195,0.8367,0.7226,0.7252,0.8333,,0.6556,0.7928,0.7745,0.2882
PITRM1,0.5756,0.2639,0.4409,0.6001,0.7734,0.4982,0.6554,0.6234,0.7366,0.1769,0.5849,0.3798,0.6041,0.5158
ATG7,0.487,-0.0043,0.2767,0.7535,0.6555,0.7192,0.7647,0.846,0.74,0.1559,0.3887,0.4095,0.7306,0.4911
SSSCA1,0.4637,0.2688,0.2609,0.7331,0.3887,0.1477,0.5685,0.613,0.3943,-0.0263,0.2509,0.1768,0.1861,0.3183
RNASEH2A,0.2504,0.2485,0.1817,0.2044,0.4044,0.1729,0.3058,0.3869,0.3642,0.0101,-0.1153,0.5252,0.5597,0.4993
P3H3,0.5922,0.4267,0.2827,0.7402,0.5745,0.482,0.7746,0.7155,0.8151,0.1871,0.6708,0.5735,0.3751,0.6406
GLRX3,0.6797,0.5769,0.3124,0.7222,0.4994,0.635,0.8008,0.6835,0.706,-0.2588,0.4259,0.5761,0.6948,0.5215
DCTN2,0.2089,0.0634,0.1435,0.3256,0.3051,0.1764,-0.034,0.1342,0.2386,-0.046,0.098,0.1666,0.184,0.1792
ANP32B,0.4142,0.4232,0.311,0.526,0.49,0.1587,0.6089,0.4321,0.4116,0.0041,0.3364,0.0588,0.54,0.6081
LAMTOR5,0.0481,-0.1072,-0.056,0.0581,0.299,0.3377,-0.0197,-0.1347,-0.0589,0.1874,-0.011,,0.2311,-0.1067
PROCR,0.5043,0.2992,0.5163,0.6761,0.52,0.7526,0.6239,0.7818,0.5742,0.1334,0.4016,0.4871,0.8395,0.7122
TM9SF1,0.4735,0.2417,0.1961,0.4059,0.4761,0.488,0.3976,0.3782,0.4485,0.3023,0.2376,0.5792,0.6377,0.482
PRDX4,0.5659,0.1628,0.4095,0.5365,0.2348,0.7009,0.5128,0.6055,0.5361,0.1367,0.512,0.4563,0.562,0.4503
ARL6IP5,0.3195,0.4161,0.1742,0.775,0.4421,0.5107,0.7684,0.6162,0.3615,0.2349,0.2673,0.4779,0.5915,0.5758
AGR2,0.8539,0.4017,0.7203,0.7136,0.7586,0.4075,0.9089,0.9466,0.9328,0.5791,0.869,,0.2069,0.7199
ARPC1A,-0.1584,-0.0598,-0.0006,0.2634,-0.1892,0.1717,0.1957,-0.1459,0.1068,-0.3289,0.0161,-0.3739,0.0175,-0.1443
HTATIP2,0.7505,0.3742,0.4819,0.8762,0.8117,0.8079,0.8797,0.841,0.8251,0.278,0.6789,0.7172,0.91,0.8485
AGPAT1,0.1552,0.3852,0.2225,0.5101,0.5112,0.3198,0.4498,0.414,0.4242,0.1893,0.4435,0.4444,0.3481,0.5229
AGPAT2,0.3939,0.3903,0.3517,0.4202,0.537,0.6265,0.5937,0.7567,0.5536,,0.3794,,0.6213,0.7724
RPP30,0.2442,0.1419,0.0663,-0.0699,0.225,0.1223,0.2478,0.2835,0.1568,-0.0487,0.1727,0.3266,-0.0029,0.1093
RPP38,0.3211,0.3249,0.0539,0.2636,0.2287,0.1044,0.2502,0.1771,0.0921,0.1772,0.2337,,-0.0625,0.1307
SPTLC1,0.2687,0.0773,0.1647,0.5565,0.4608,0.3558,0.6657,0.3561,0.0421,0.2081,0.317,0.5277,0.4646,0.3576
SLC35A1,0.25,0.5065,0.3004,,0.4639,,0.5124,,,0.5734,,,0.2445,0.4258
IFI44,0.5846,0.3099,0.229,0.7972,0.4277,0.5461,0.7132,0.7342,0.6497,,0.6158,,0.7088,0.6481
OLFM4,0.4492,0.6032,0.7453,0.0648,0.1812,0.1516,0.2643,0.3973,0.6855,0.4849,0.7506,0.501,0.1878,0.2429
CXCL13,0.602,0.27,0.0935,0.7344,,,0.722,0.6558,,0.276,0.546,,,0.5634
ARFGEF2,0.4637,0.2384,0.5465,0.7216,0.4291,0.5979,0.6951,0.583,0.6312,0.0723,0.5351,0.4337,0.5487,0.4212
ARFGEF1,0.6089,0.3843,0.5998,0.7711,0.518,0.569,0.7896,0.7493,0.5702,0.4131,0.5024,0.3583,0.3104,0.6044
RABAC1,0.3084,0.2984,0.1174,0.4151,0.249,0.0946,0.3846,0.3313,0.3125,0.1302,0.3405,,0.1481,0.3798
SLC34A2,0.3618,,,0.1274,0.6128,0.8394,0.8669,0.8504,0.836,,0.4791,,,0.46
SLU7,0.2808,0.2178,0.1053,0.3337,0.2165,0.167,0.4224,0.4449,0.3477,,0.0673,0.0007,-0.1515,0.0899
DPYSL4,0.4327,0.2851,0.1265,0.0619,0.1748,0.3471,0.2011,0.1908,0.5718,0.345,0.321,0.7222,0.5998,
SIVA1,0.1801,,,0.6534,,0.2589,0.6114,0.5353,0.4828,,0.2078,,,
MRPL28,0.2841,0.2158,-0.1479,0.2206,0.1427,0.2392,0.3966,0.3233,0.2544,0.0014,-0.0405,,-0.0882,0.0853
CCT7,0.3129,0.4934,0.2277,0.395,0.0738,0.0793,0.2461,0.5046,0.1218,-0.0277,0.284,0.4806,0.1829,0.1918
CCT4,0.3561,0.3212,0.1797,0.3731,0.3319,0.365,0.2471,0.5429,0.1305,-0.0954,0.3843,0.428,0.4178,0.2025
CCT2,0.3147,0.4768,0.1979,0.5505,0.3451,0.1048,0.4431,0.6085,0.3386,-0.1956,0.2654,0.3319,0.2605,0.2895
NPC2,0.4214,0.098,0.3081,0.5825,0.5602,0.3725,0.7982,0.8603,0.6709,0.2866,0.5112,0.6933,0.8362,0.5447
TACC2,0.6403,0.203,0.1759,0.7922,0.4232,0.7943,0.8239,0.8183,0.7808,0.3657,0.7276,0.4681,0.7499,0.681
SORBS1,0.7053,0.4537,0.4837,0.7947,0.5742,0.7201,0.7576,0.7647,0.7133,0.0651,0.7347,0.7737,0.7519,0.5842
POMT1,-0.1527,0.0538,,,0.0521,0.4537,0.4209,0.2143,0.4248,,0.0393,,0.4512,0.1024
TXNRD2,0.5452,0.1546,0.2292,0.4619,0.6124,0.2728,0.5286,0.5339,0.565,0.4342,0.4254,0.2505,0.434,0.4254
MTHFS,0.4276,0.2941,0.2305,0.3709,0.5373,0.4468,0.4539,0.4698,0.238,-0.0029,0.3177,0.3813,0.5751,0.6374
DRAP1,0.1014,0.2053,0.1148,0.336,0.2237,-0.0009,0.1454,0.366,0.0983,-0.0778,-0.0026,-0.2334,0.0129,0.2633
SCGN,0.3145,0.379,0.2721,,,0.8807,,,,0.4556,0.9099,0.5137,0.4553,0.7152
DNPH1,0.4274,0.3349,0.1317,0.4478,0.5894,0.7362,0.5728,0.6676,0.604,0.4107,0.2677,0.6179,0.5575,0.5297
SMC2,0.5629,0.4935,0.3828,0.8365,0.6808,0.3209,0.877,0.8709,0.7539,,0.7158,0.492,0.7735,0.6997
PRPF8,0.2179,-0.0563,0.2988,0.299,0.2953,0.1066,0.3684,0.3684,0.2827,0.135,0.0787,0.2126,0.42,0.2972
AHSA1,0.7122,0.5649,0.682,0.7711,0.6804,0.6713,0.8316,0.8072,0.7632,0.0656,0.5321,0.554,0.5655,0.7631
USP16,0.433,0.2395,0.1269,0.6621,0.3851,0.3577,0.6858,0.575,0.5318,0.3288,0.4071,0.1235,0.3361,0.4211
CDC42EP3,0.6,0.4244,,0.4633,0.3137,0.4633,0.6302,0.5409,0.6483,-0.0285,0.3735,,,
SH2B2,0.2137,-0.1054,,0.2272,,,0.1607,0.1251,0.095,,-0.0211,,0.5515,
PAIP1,0.5728,0.4226,0.2517,0.7994,0.4602,0.3938,0.8681,0.7726,0.3717,0.254,0.5343,0.3777,0.3733,0.4483
PAICS,0.6714,0.6068,0.3065,0.7588,0.6821,0.6912,0.8324,0.8753,0.7791,0.0642,0.6704,0.6631,0.7403,0.712
TBL3,0.1105,0.1742,0.3127,0.5192,0.0957,0.1179,0.4781,0.1206,0.5507,0.0264,0.1404,0.2431,0.2466,0.1192
P3H4,0.3001,0.4577,0.2859,0.6138,0.4909,0.4804,0.6079,0.5624,0.6319,0.0104,0.4608,0.5989,0.4665,0.4432
PDLIM5,0.6509,0.2241,0.2865,0.4225,0.571,0.5804,0.7426,0.8247,0.6275,-0.0903,0.5865,0.6269,0.5936,0.5684
TRIM3,0.8318,0.3481,0.264,0.6035,0.2763,0.5197,0.6293,0.6471,0.779,-0.1052,0.1707,0.535,0.2899,0.3232
ERLIN1,0.261,0.2347,0.4058,0.5811,0.4442,0.247,0.5514,0.6387,0.4201,0.0521,0.2635,0.2974,0.46,0.3879
HEXIM1,0.6744,0.2394,0.3139,0.3747,0.508,0.4088,0.633,0.6678,0.6116,0.4294,0.4003,-0.1455,0.4668,0.6056
SPAG5,0.6621,0.0759,,0.5236,0.4703,-0.0382,0.9078,0.8457,0.8377,,0.2102,,0.7106,0.496
RBCK1,0.2665,0.0087,0.2835,0.5746,0.4657,0.608,0.5502,0.239,0.1746,-0.1449,0.1458,0.0029,0.4309,0.4263
STAMBP,0.4699,0.3202,0.3469,0.6491,0.5767,0.5674,0.7375,0.5498,0.4954,0.1723,0.517,0.2845,0.4927,0.4855
TGOLN2,0.1394,-0.0007,0.1569,0.222,0.1858,0.3339,0.5449,0.2941,0.2748,0.1225,-0.0178,-0.0322,0.3634,0.4284
POLR3F,0.0639,0.3908,0.1613,0.2974,0.0706,0.1294,0.457,0.256,0.1749,0.214,0.1466,0.373,0.2406,0.4188
POLR3G,0.6255,,,0.5798,,,,,,,,,,
POLR3C,0.4769,0.1735,0.0687,0.346,0.1575,0.1042,0.4955,0.3177,0.3827,-0.0269,0.1677,0.4103,0.3871,0.3789
IVNS1ABP,0.5188,0.3308,0.3771,0.7315,0.5241,0.5341,0.7184,0.5848,0.8037,,0.6434,0.5325,0.6446,0.7086
TRIM16,0.6488,0.3488,0.5235,0.8018,0.4329,0.4802,0.7574,0.7941,0.7628,,0.7119,,0.4861,0.5863
MYL12A,0.2969,0.0084,0.1367,0.2624,0.1593,0.2798,0.3188,0.3914,0.193,,-0.0243,0.4924,0.6639,0.2736
TXNIP,0.543,,0.304,0.6868,0.4875,0.2156,0.5844,0.5934,0.6624,0.1207,0.441,0.3915,0.7656,
TAF6L,0.1869,0.002,0.161,0.4568,0.3392,0.0974,0.5257,0.1712,0.2861,,-0.1725,,0.4894,0.2126
POSTN,0.5955,0.416,0.6185,0.8183,0.7337,0.786,0.7356,0.7589,0.8182,0.3783,0.4809,0.6613,0.6613,0.7453
ATP5L,0.1204,0.1525,-0.1311,0.1569,0.1926,0.2463,-0.057,0.0848,-0.0667,-0.124,0.2681,-0.0796,0.0253,0.0328
GAS2L1,0.2233,0.3892,,0.4823,0.2032,0.4915,0.5204,0.4174,0.5486,,0.2301,0.3457,0.6995,0.4968
RAD51AP1,0.6363,,,0.1746,,,0.7576,,0.7132,,,,,
RGS14,0.2558,-0.0612,,0.4034,0.1916,-0.0121,0.4362,0.3389,0.4055,,0.3823,,0.3393,0.244
EXOC5,0.1789,-0.0373,0.1096,0.5928,0.2453,0.4074,0.2823,0.3071,0.0803,-0.2685,0.2191,0.3073,0.2952,0.183
NPRL2,0.2123,0.062,,0.2074,0.0132,0.0694,0.1426,0.1999,0.0456,,0.1268,,-0.0719,-0.0124
IGF2BP1,0.3493,0.3224,0.2962,0.8688,0.3746,0.3507,0.8526,0.5623,0.4569,,0.5733,0.3097,,0.8265
IGF2BP3,0.3749,0.6457,0.3364,0.9353,0.7815,0.6251,0.9124,0.8649,0.7145,,0.9165,0.6247,0.878,0.8141
IGF2BP2,0.5673,0.512,0.5692,0.9121,0.7967,0.5656,0.9496,0.9359,0.9414,,0.8438,0.8651,0.9529,0.891
CAMKK2,0.4646,0.3051,0.2415,0.3497,0.3339,0.5384,0.5594,0.3871,0.3553,0.8538,0.2026,0.553,0.5802,0.5857
SCGB1D2,0.5569,,,,,,,,0.6904,,,,,
MTX2,0.2331,-0.1147,0.0726,-0.0142,0.1896,0.042,0.1684,0.0723,0.0964,-0.0892,0.2293,0.3109,0.262,0.1127
YKT6,0.3917,0.1919,0.4052,0.7149,0.4198,0.5806,0.7131,0.7762,0.3838,0.1057,0.2116,0.4865,0.6471,0.609
SPINT2,0.4343,0.5093,0.2067,0.6728,0.6826,0.7429,0.7942,0.6312,0.6781,0.2223,0.6383,,0.4997,0.8396
PMVK,0.4572,0.4255,0.2275,0.5832,0.6059,0.6298,0.6649,0.6842,0.5606,0.1472,0.0874,0.3974,0.5006,0.6285
KHDRBS3,0.4911,0.29,0.4612,0.6589,0.6082,0.7133,0.7647,0.8208,0.8633,0.7029,0.3011,0.78,0.777,0.5573
KHDRBS1,0.2584,-0.0334,0.2334,0.2279,0.3207,0.3041,0.5571,0.4784,0.5016,-0.143,0.1772,0.6283,0.6461,0.3911
CELF1,0.3958,0.0436,0.0918,0.4764,0.21,0.1972,0.3373,0.4222,0.4316,0.2968,0.3334,0.5537,0.6034,0.2205
CELF2,0.5808,0.0713,0.3573,0.8079,0.4564,0.6283,0.8686,0.8271,0.8538,0.4579,0.7319,0.2348,0.5751,0.5888
CTCF,0.2381,0.0264,0.1109,0.5011,0.259,0.252,0.3354,0.3695,0.1328,0.1558,0.0256,0.4983,0.402,0.5259
FARS2,0.3317,0.1592,0.0499,0.6061,0.4857,0.1859,0.4782,0.5309,0.3127,-0.4929,0.3303,,0.1922,0.4969
CGREF1,0.5709,0.3629,0.372,0.674,0.5406,0.6341,0.7988,0.6968,0.8161,0.0822,0.4673,,0.791,0.849
RRAGA,0.0694,0.0928,-0.0324,0.2996,-0.0401,0.0978,0.1361,-0.0631,0.3765,0.0257,0.1912,,0.1302,0.0981
DCTN6,0.1444,-0.0045,0.1311,0.2318,0.143,0.3354,0.3361,0.2609,0.2567,0.1623,0.0297,0.0392,0.2192,0.2005
GNA13,0.3334,0.0818,0.2387,0.522,0.3839,0.2551,0.4453,0.4915,0.3698,0.0649,0.1177,0.303,0.2433,0.2873
AVIL,0.1678,-0.1184,-0.0787,0.1389,,,0.0511,,,,0.0118,,0.1769,0.2312
B3GNT2,0.2731,0.2745,,0.3848,,,0.5656,0.2205,0.3128,,0.1133,,,0.2837
GNB5,0.3674,,,0.309,,0.2466,0.4065,0.4465,0.566,,0.062,0.2852,0.3155,-0.125
PNMA2,0.1735,,0.0727,0.0047,,0.5055,0.2528,0.6459,,,0.4837,0.3605,0.489,
GMEB1,0.3058,0.0495,0.1215,-0.0188,0.2979,0.5981,0.4051,0.2861,0.4189,-0.1364,0.102,0.6618,0.3318,0.3526
CCT6B,0.0187,,0.2159,,0.0774,0.0379,-0.202,,-0.0701,,,,,-0.017
CCT8,0.4389,0.5542,0.3098,0.6268,0.2808,0.2811,0.6649,0.3515,0.2822,-0.2075,0.3598,0.4827,0.3183,0.3354
CNPY3,0.4359,0.1556,0.3906,0.8018,0.7383,0.4986,0.7016,0.7577,0.5742,0.2323,0.5277,0.2854,0.5146,0.7253
USP39,0.3941,0.2131,0.3162,0.7275,0.4109,0.1504,0.8104,0.5802,0.5708,0.2285,0.3179,0.5057,0.3707,0.3644
POLD3,0.5785,0.1822,0.3567,0.6942,0.5785,0.2612,0.7812,0.6721,0.7215,,0.5326,0.6093,0.7606,0.7696
AP4B1,-0.0811,-0.0608,0.0924,0.0253,-0.0405,0.0045,0.1206,0.0606,0.1529,,0.0993,,-0.2376,-0.1656
POLQ,-0.0264,,-0.0457,,,0.0775,,,-0.2962,,,,-0.2124,-0.2551
SLC12A7,0.3485,0.4362,0.2905,0.7055,0.4163,0.5369,0.6898,0.6787,0.4095,0.1309,0.4217,0.477,0.6452,0.4976
OGA,0.5338,-0.0903,0.3901,0.6149,0.5977,0.5701,0.455,0.5108,0.5069,0.3585,0.5998,0.5402,0.7417,0.5042
NFAT5,0.1804,0.1429,,0.3551,-0.0168,0.3936,0.6325,0.4576,0.4726,,0.0514,0.2878,0.4657,0.0931
NUDC,0.3722,0.494,0.4445,0.7383,0.6464,0.5784,0.7328,0.7632,0.725,-0.1478,0.5072,0.5909,0.4646,0.7671
PTGES3,0.4915,0.4283,0.3219,0.4997,0.5351,0.4892,0.6907,0.5645,0.4656,-0.1551,0.2798,0.5075,0.4566,0.4346
YME1L1,0.1219,0.2822,0.0819,0.4001,0.1313,-0.1424,0.2726,0.3398,0.016,0.2729,0.1217,0.3227,-0.1175,0.0758
STAG2,0.2621,0.015,0.1775,0.5118,0.1918,0.5352,0.4988,0.4689,0.4443,0.321,0.3714,0.298,0.6292,0.501
RBBP9,0.566,0.2779,0.2602,0.5704,0.6248,0.7583,0.6598,0.7933,0.5655,0.0709,0.3455,0.4635,0.6222,0.6569
RAI2,0.7232,,,,,,,,0.8325,,,,,
RAI1,0.3792,0.2241,0.0666,0.3984,0.2154,0.4101,0.4488,0.6029,0.5926,,0.2742,,0.2712,0.2504
MAP3K2,0.3215,0.1545,0.0462,0.5873,0.3205,0.4876,0.4634,0.502,0.467,-0.0025,0.2344,0.2494,0.4988,0.3217
MASP2,0.1059,,0.0136,0.0077,,0.0154,-0.0111,-0.1341,0.0239,,-0.0151,,-0.2935,0.592
KIF1C,0.4568,0.2536,0.1563,0.6818,0.2742,0.4787,0.6651,0.5606,0.5295,0.1411,0.2819,0.5131,0.5189,0.5662
GRAP,0.411,0.0591,,0.3793,,0.6686,0.7137,0.534,0.7287,,0.2645,,0.6103,0.5023
CHL1,0.385,0.0666,0.2722,0.7928,0.6944,0.1234,0.9118,0.8444,0.8567,0.2678,0.7455,0.6988,0.6245,0.3582
CAPN9,0.3827,0.3274,0.4014,,,-0.2208,0.5469,0.7313,,,0.6786,,,
GIPC1,0.482,0.2763,0.3611,0.7979,0.6967,0.5355,0.7983,0.7187,0.6338,0.2512,0.416,0.6258,0.5003,0.5595
TRAF3IP2,0.4684,0.0697,-0.1345,0.7285,,0.6894,0.6082,0.544,0.8299,,0.1489,,-0.0177,0.0469
NUP50,0.4995,0.4371,0.3978,0.7233,0.5496,0.5323,0.8463,0.7535,0.6427,0.4383,0.425,0.5041,0.7386,0.6398
NES,0.6891,0.2574,0.2867,0.8492,0.5701,0.9062,0.6963,0.7732,0.8665,0.2212,0.6565,0.7278,0.8122,0.699
KDM5B,0.5941,,0.2894,0.7089,0.4218,,0.6384,0.5773,0.6877,,0.1992,-0.0056,0.5191,
HBS1L,0.6287,0.3203,0.3518,0.3737,0.5652,0.6258,0.7982,0.7096,0.5056,0.1068,0.4353,0.5619,0.7011,0.5336
AHCYL1,0.6718,-0.1379,0.1381,0.2211,0.4903,0.4113,0.4297,0.7223,0.6331,0.0851,0.5077,0.7716,0.7257,0.514
ZMYND11,0.2407,0.118,0.242,0.3817,0.3207,0.5006,0.5525,0.5807,0.6301,-0.2826,0.3676,,0.4302,0.4373
SRSF10,0.1078,0.1819,0.0748,0.3031,0.2878,0.1413,0.3999,0.3645,0.2909,-0.1642,0.1821,0.5936,0.4833,0.3423
POP4,0.2357,-0.0814,0.0177,0.1525,-0.1191,0.2847,0.1324,0.1193,0.0709,,0.1338,,0.163,0.0914
ARPP19,0.291,0.0475,0.0851,0.3236,0.3579,0.2152,0.3136,0.1594,0.0059,0.288,0.4922,0.3803,0.4715,0.029
NEK6,0.4706,0.2373,-0.0997,0.4773,0.2815,0.5255,0.7517,0.4476,0.6009,,0.2464,0.6695,0.7866,0.358
WDR4,0.5715,0.3278,0.3577,0.458,0.4935,0.2355,0.6964,0.3622,0.1685,0.0065,0.1413,0.6279,0.4324,0.7219
NCKAP1,0.2043,0.1101,0.11,0.6096,0.1732,0.5681,0.5985,0.3824,0.3426,-0.0156,0.4669,0.0215,0.2998,0.2266
IQGAP2,0.7904,0.3165,0.6657,0.7777,0.6236,0.8381,0.8648,0.8505,0.9414,0.1329,0.8503,0.8319,0.8396,0.6763
VAMP5,0.2867,0.3253,0.5078,0.5382,0.4803,0.3662,0.5305,0.2255,0.4223,0.2796,0.3602,0.6235,0.4421,0.3976
ZNF273,-0.0049,,,,,,-0.0219,,,,,,,
ZNF460,0.1611,,-0.0114,0.4059,0.2685,0.1919,0.5818,0.5175,0.5043,,0.1239,,0.4965,0.1091
ZNF268,-0.0269,,,,0.2269,,,,,,,,,
MTHFD2,0.7647,0.5969,0.4679,0.6228,0.6564,0.6657,0.7772,0.8808,0.8117,0.3485,0.5433,0.6213,0.742,0.2719
RPP40,0.4365,0.3884,0.1039,0.3735,0.3214,0.133,0.6577,0.5944,0.392,-0.0152,0.0753,0.4799,0.3561,0.1789
43717,0.4536,0.1042,0.1911,0.4255,0.5783,0.3721,0.5124,0.6568,0.2306,,0.4003,0.5373,0.6588,0.3493
SEC24A,0.4519,0.1472,0.4893,0.7448,0.4645,0.7583,0.8472,0.7484,0.6933,0.0471,0.4171,0.678,0.5949,0.6615
SDCCAG8,0.4603,0.1397,,0.2189,0.224,0.1966,0.6821,0.5915,0.3889,,0.3361,,0.2876,0.198
SDCCAG3,0.1767,0.3215,0.1021,0.3214,0.2628,0.535,0.2899,0.3342,0.3417,,0.0597,,0.2897,0.4174
HSPH1,0.8369,0.5826,0.6919,0.6887,0.7611,0.6903,0.6955,0.7476,0.7411,0.0309,0.4978,0.6054,0.2109,0.7058
STARD10,0.8499,0.3309,0.4287,0.8209,0.5571,0.6423,0.6847,0.8065,0.7622,0.4089,0.687,0.4898,0.5405,0.7673
WASF3,0.2263,-0.0675,0.0017,-0.0606,0.137,0.5874,0.4453,0.4223,0.623,0.0979,0.0036,0.7827,0.8166,0.5226
NOXA1,0.5352,,,,0.1975,0.6796,0.6409,0.4416,0.6641,,0.0653,,,0.5369
UTP14A,0.4689,0.4703,0.3461,0.2888,0.2749,0.2544,0.5302,0.438,0.4273,0.231,0.3459,0.4748,0.3633,0.4136
CPLX2,0.3616,,,-0.0162,0.5592,-0.1676,,0.3046,,,0.7389,,0.7565,0.5258
CPLX1,0.4981,,,,,,0.2869,,0.2736,,,0.4388,0.6742,0.6713
FRS2,0.6911,,,0.304,0.1898,,0.2293,0.3679,0.2468,,,,0.4913,0.3047
FAM114A2,0.6792,0.1535,0.2647,0.7637,0.4529,0.6004,0.7617,0.7529,0.656,0.1728,0.341,0.4166,0.6292,0.6171
ZNF275,0.3219,,,,0.0742,,0.4389,-0.0439,-0.081,,,,0.2751,
ALDH1L1,0.6415,0.2324,0.5881,0.8101,0.2789,0.8591,0.7523,0.2446,0.8216,0.1152,0.6221,0.7874,0.868,0.9248
TUBGCP2,0.1288,-0.0529,0.1657,0.4068,0.0792,0.0907,0.1387,0.2142,0.0915,0.1275,0.0122,0.3764,-0.0186,0.3069
CLPX,0.1959,0.3535,0.1647,0.4691,0.4816,0.3761,0.2761,0.1525,0.1739,0.2201,0.0992,0.0014,0.2885,0.5079
SRCAP,0.3888,-0.0937,0.0977,0.1758,0.3719,0.2398,0.3731,0.2888,0.2471,-0.274,0.0434,,0.2681,0.3949
